model,study,sub_id,measurement_id,param_name,param_value,neg_loglik
sr_analytic,Study 2,2,D2,softmax_temperature,31.72585531675271,77.9432461638309
sr_analytic,Study 2,2,D2,sr_gamma,0.99,77.9432461638309
sr_analytic,Study 2,3,D1,softmax_temperature,21.999591337468807,68.67019196182237
sr_analytic,Study 2,3,D1,sr_gamma,0.911668757499877,68.67019196182237
sr_analytic,Study 2,3,D2,softmax_temperature,15.00029923717408,67.61508391977723
sr_analytic,Study 2,3,D2,sr_gamma,0.6702873458390557,67.61508391977723
sr_analytic,Study 2,4,D1,softmax_temperature,60.00920246289324,32.002554031925605
sr_analytic,Study 2,4,D1,sr_gamma,0.8195752861621467,32.002554031925605
sr_analytic,Study 2,4,D2,softmax_temperature,116.37727951288235,25.044281539692197
sr_analytic,Study 2,4,D2,sr_gamma,0.9340302589040284,25.044281539692197
sr_analytic,Study 2,5,D1,softmax_temperature,129.96173213543472,24.277051405078833
sr_analytic,Study 2,5,D1,sr_gamma,0.9421792280520932,24.277051405078833
sr_analytic,Study 2,5,D2,softmax_temperature,210.91585538681863,16.432698527531254
sr_analytic,Study 2,5,D2,sr_gamma,0.9553625312819752,16.432698527531254
sr_analytic,Study 2,6,D1,softmax_temperature,26.21314781428897,55.21796062642201
sr_analytic,Study 2,6,D1,sr_gamma,0.7266667882570689,55.21796062642201
sr_analytic,Study 2,6,D2,softmax_temperature,19.00317612962254,64.85141956214721
sr_analytic,Study 2,6,D2,sr_gamma,0.7864849219300982,64.85141956214721
sr_analytic,Study 2,7,D1,softmax_temperature,34.43383677645039,49.36848578019003
sr_analytic,Study 2,7,D1,sr_gamma,0.4866026477450929,49.36848578019003
sr_analytic,Study 2,7,D2,softmax_temperature,22.92039103169601,58.417000221157416
sr_analytic,Study 2,7,D2,sr_gamma,0.5418944127919578,58.417000221157416
sr_analytic,Study 2,8,D1,softmax_temperature,26.442861522230324,74.68647714595247
